author_year,outcome_category,plain_language_outcome,plain_language_exposure,age_group,original_effect_size_metric,original_effect_size,original_cilb,original_ciub,original_k,original_n,original_i2,converted_r,converted_cilb,converted_ciub,reanalysis_estimate,reanalysis_cilb,reanalysis_ciub,reanalysis_cilb999,reanalysis_ciub999,reanalysis_k,reanalysis_n,reanalysis_i2,reanalysis_eggers_p,reanalysis_eggers_cilb,reanalysis_eggers_ciub,reanalysis_tes_obser,reanalysis_tes_expect,reanalysis_tes_ratio,reanalysis_tes_p,reanalysis_tes_power,reanalysis_tes_theta
"Hao, 2021",education,Learning: Second language vocabulary,Intervention: English as foreign language,Children,d,0.68,-0.94,2.3,3,147,NA,0.3219027332387024,-0.4253611398224214,0.7546055221635046,0.21521439231428538,-0.35859799060831865,0.7890267752368895,-0.7481425875901102,1,3,147,94.65228994027355,NA,NA,NA,1,2.0294942385791463,0.4927335988399269,0.9743680462626694,0.562; 0.845; 0.622,0.21521439231428538
"Hao, 2021",education,Learning: Second language vocabulary,Intervention: English as foreign language,Adolescents,d,1.06,0.56,1.55,12,531,NA,0.46829363698382104,0.2696299255199709,0.6125716654358139,0.42365780294774635,0.24642251410536758,0.6008930917901252,0.1261026130056241,0.7212129928898686,12,569,89.277290573065,0.019174174940275943,0.5073422283237684,1.5573335325457132,9,9.099849020863042,0.9890273980772516,0.6759603281854725,0.757; 0.88; 0.838; 0.688; 0.722; 0.808; 0.841; 0.678; 0.632; 0.82; 0.772; 0.665,0.42365780294774635
"Abrami, 2020",education,Literacy: Phonics,Intervention: Literacy (Abracadabra; in schools),Children,d,0.187,0.05,0.32,13,3273,50.47,0.09309396015776615,0.024992191160203066,0.15799050110667284,0.0928502409781442,0.01409135234947613,0.1716091296068123,-0.039375774611648484,0.2250762565679369,11,4954,82.25483649051748,0.4248255184192239,-0.008458896518776349,0.30379544496007177,3,4.742219078788876,0.6326152272083928,0.9363953271066425,0.708; 0.338; 0.196; 0.364; 0.489; 0.43; 0.305; 0.099; 0.447; 0.793; 0.574,0.0928502409781442
"Abrami, 2020",education,Literacy: Phonomic awareness,Intervention: Literacy (Abracadabra; in schools),Children,d,0.378,0.29,0.46,12,3384,13.56,0.18571219075583842,0.14349931046699432,0.22414769292142694,0.16065769770487326,0.10545545588269578,0.21585993952705074,0.0679802537380743,0.2533351416716722,10,5124,67.19207192389023,0.013036980602248966,-0.057123891661567096,0.1345346744376997,8,6.775919840485954,1.1806515112826745,0.3052913825935785,0.916; 0.499; 0.294; 0.736; 0.606; 0.723; 0.609; 0.657; 0.956; 0.781,0.16065769770487326
"Abrami, 2020",education,Literacy: Reading fluency,Intervention: Literacy (Abracadabra; in schools),Children,d,0.088,-0.11,0.28,6,1745,68.34,0.043957469743978406,-0.05491700075713547,0.13864784453440623,0.05528151217327599,-0.061688145202214974,0.17225116954876696,-0.14109545567076526,0.2516584800173172,5,1745,74.86386850126969,NA,NA,NA,1,1.7380038607346577,0.5753727149819438,0.9051130382994578,0.634; 0.265; 0.429; 0.326; 0.084,0.05528151217327599
"Abrami, 2020",education,Literacy: Reading comprehension,Intervention: Literacy (Abracadabra; in schools),Children,d,0.18,0.04,0.32,11,4593,73,0.08963769949589058,0.01999600119960014,0.15799050110667284,0.09968371372571831,0.025756839221537264,0.17361058822989936,-0.024429973388149742,0.22379740083958638,9,5773,82.83223448133452,NA,NA,NA,3,4.313236778926769,0.6955333439279603,0.9203668655568037,0.709; 0.323; 0.2; 0.52; 0.289; 0.095; 0.799; 0.677; 0.702,0.09968371372571831
"Abrami, 2020",education,Literacy: Listening comprehension,Intervention: Literacy (Abracadabra; in schools),Children,d,0.274,0.05,0.5,11,2165,89.47,0.13573214314819998,0.024992191160203066,0.24253562503633297,0.10859903494099465,-0.014227190232433184,0.2314252601144225,-0.09761035484850814,0.3148084247304974,8,3715,92.48344104154984,NA,NA,NA,4,4.6407255639452245,0.8619341835416521,0.811096243888266,0.779; 0.458; 0.285; 0.643; 0.536; 0.418; 0.756; 0.765,0.10859903494099465
"Abrami, 2020",education,Literacy: Vocabulary knowledge,Intervention: Literacy (Abracadabra; in schools),Children,d,0.08,-0.11,0.27,10,3310,82.51,0.039968038348871575,-0.05491700075713547,0.13378637625248027,0.03930164442804148,-0.07380368865708506,0.15240697751316803,-0.15058762135774914,0.22919091021383212,8,5181,93.14664565847919,NA,NA,NA,3,4.44503154315358,0.6749108461605234,0.9276803076004088,0.36; 0.393; 0.509; 0.535; 0.467; 0.8; 0.677; 0.705,0.03930164442804148
"Ferguson, 2020",NA,Aggression: General,Video games: Violent content,Mixed,r,0.07,0.04,0.11,8,4809,63.7,0.07,0.04,0.11,0.07211829703117317,0.033763349741114675,0.11047324432123168,0.007725287599156791,0.13651130646318954,8,4809,35.25558467430937,NA,NA,NA,3,3.062274044340057,0.9796641177640006,0.6686650917548337,0.27; 0.156; 0.172; 0.662; 0.548; 0.266; 0.284; 0.704,0.07211829703117317
"Cunningham, 2021",psychology,Psychological health: Depression,Social Media: General (duration),Mixed,r,0.02,NA,NA,6,7215,NA,0.02,NA,NA,0.058872025990411775,-0.017087925949893765,0.13483197793071733,-0.06865493590989608,0.18639898789071963,9,13856,92.34968934540869,NA,NA,NA,5,4.094584100108047,1.2211252419673246,0.3665011304872472,0.228; 0.369; 0.689; 0.812; 0.195; 0.816; 0.19; 0.701; 0.095,0.058872025990411775
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-0.53,-0.66,-0.41,59,3436,70.11976787,-0.25615823848772273,-0.31337745420390184,-0.20082362021561567,-0.2603187153107586,-0.31515947537532446,-0.20547795524619278,-0.35238927803088665,-0.16824815259063058,122,3436,75.19211789211262,7.661014786060661e-11,-1.051758110924713,-0.6795474236307826,46,53.55202274046203,0.8589778246647631,0.9158619779236875,0.631; 0.576; 0.481; 0.468; 0.434; 0.425; 0.399; 0.367; 0.395; 0.379; 0.348; 0.348; 0.418; 0.352; 0.348; 0.349; 0.384; 0.36; 0.379; 0.356; 0.441; 0.406; 0.401; 0.364; 0.358; 0.354; 0.37; 0.621; 0.519; 0.416; 0.58; 0.491; 0.429; 0.453; 0.347; 0.423; 0.403; 0.362; 0.414; 0.367; 0.437; 0.511; 0.461; 0.709; 0.556; 0.503; 0.445; 0.418; 0.438; 0.559; 0.383; 0.38; 0.37; 0.47; 0.447; 0.429; 0.439; 0.497; 0.342; 0.271; 0.29; 0.568; 0.512; 0.522; 0.412; 0.427; 0.486; 0.392; 0.357; 0.353; 0.362; 0.366; 0.382; 0.659; 0.361; 0.332; 0.279; 0.218; 0.85; 0.801; 0.429; 0.412; 0.41; 0.48; 0.453; 0.509; 0.454; 0.264; 0.258; 0.38; 0.358; 0.517; 0.735; 0.577; 0.708; 0.554; 0.491; 0.358; 0.346; 0.301; 0.377; 0.41; 0.471; 0.435; 0.365; 0.404; 0.474; 0.496; 0.599; 0.537; 0.512; 0.492; 0.487; 0.482; 0.558; 0.568; 0.256; 0.261; 0.455; 0.414; 0.382; 0.41,-0.2603187153107586
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-0.63,-0.77,-0.5,37,2433,NA,NA,NA,NA,-0.3060744474366515,-0.36474583850210857,-0.24740305637119447,-0.4045761455278063,-0.20757274934549677,88,2433,69.76465961003417,1.49355877287224e-24,-1.2579434498897004,-0.9554212571817986,35,42.291841913012625,0.8275827775954817,0.940122023105906,0.684; 0.627; 0.525; 0.511; 0.474; 0.464; 0.435; 0.4; 0.43; 0.412; 0.379; 0.379; 0.456; 0.383; 0.379; 0.38; 0.418; 0.391; 0.412; 0.387; 0.482; 0.443; 0.437; 0.396; 0.389; 0.385; 0.454; 0.632; 0.536; 0.469; 0.494; 0.376; 0.462; 0.451; 0.399; 0.759; 0.606; 0.549; 0.486; 0.456; 0.478; 0.417; 0.513; 0.489; 0.468; 0.48; 0.543; 0.371; 0.292; 0.314; 0.619; 0.57; 0.45; 0.466; 0.531; 0.388; 0.384; 0.393; 0.398; 0.884; 0.468; 0.45; 0.447; 0.414; 0.39; 0.784; 0.628; 0.759; 0.604; 0.389; 0.376; 0.325; 0.41; 0.514; 0.475; 0.397; 0.65; 0.585; 0.559; 0.537; 0.532; 0.526; 0.608; 0.618; 0.497; 0.452; 0.416; 0.447,-0.3060744474366515
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-0.25,-0.5,-0.01,22,1003,NA,NA,NA,NA,-0.1501446666398796,-0.2688155866394395,-0.031473746640319725,-0.3493778349987995,0.04908850171904025,34,1003,80.27475666652795,0.2415116826642254,-0.792706709647528,0.024316402162021966,11,13.05334836264946,0.8426956589525442,0.7654902935932268,0.326; 0.563; 0.462; 0.355; 0.319; 0.386; 0.454; 0.408; 0.501; 0.335; 0.326; 0.456; 0.345; 0.336; 0.602; 0.318; 0.292; 0.246; 0.194; 0.758; 0.425; 0.401; 0.453; 0.401; 0.233; 0.228; 0.46; 0.435; 0.362; 0.356; 0.42; 0.44; 0.227; 0.23,-0.1501446666398796
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-0.58,-0.76,-0.41,28,1879,NA,NA,NA,NA,-0.2702242366222861,-0.3444772791785027,-0.19597119406606955,-0.3948855178259677,-0.14556295541860453,73,1879,77.59406448228934,1.8745333546045513e-7,-1.2572481543383074,-0.7109741198119475,31,33.04503254616871,0.9381137681340908,0.6846937766909356,0.646; 0.592; 0.5; 0.487; 0.453; 0.445; 0.419; 0.387; 0.414; 0.398; 0.368; 0.368; 0.438; 0.371; 0.368; 0.369; 0.404; 0.379; 0.398; 0.376; 0.46; 0.426; 0.421; 0.383; 0.377; 0.373; 0.509; 0.449; 0.366; 0.442; 0.422; 0.382; 0.433; 0.386; 0.456; 0.529; 0.48; 0.72; 0.573; 0.521; 0.464; 0.438; 0.457; 0.576; 0.403; 0.467; 0.448; 0.53; 0.432; 0.447; 0.377; 0.373; 0.381; 0.385; 0.673; 0.381; 0.351; 0.296; 0.856; 0.808; 0.448; 0.499; 0.472; 0.535; 0.366; 0.43; 0.49; 0.454; 0.385; 0.474; 0.433; 0.401; 0.43,-0.2702242366222861
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-0.27,-0.41,-0.14,13,810,NA,NA,NA,NA,-0.1486855004404994,-0.2395637602830985,-0.05780724059790032,-0.30125837712716674,0.0038873762461678896,21,810,44.46340740514152,0.3127863697371071,-0.7159910391573641,0.04036728710768078,3,4.985572983059601,0.6017362518197311,0.8457359256493122,0.388; 0.342; 0.218; 0.262; 0.159; 0.125; 0.134; 0.329; 0.284; 0.2; 0.198; 0.18; 0.168; 0.139; 0.178; 0.275; 0.258; 0.254; 0.25; 0.318; 0.328,-0.1486855004404994
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-1,-1.4,-0.6,10,399,NA,NA,NA,NA,-0.47429070274747626,-0.5980620642240845,-0.3505193412708681,-0.682086854485183,-0.2664945510097695,16,399,68.54556583701194,1.1535687822328101e-10,-1.3261352091974803,-0.9605081988056787,9,11.72775723905578,0.767410154946608,0.9691148528313815,0.685; 0.729; 0.748; 0.766; 0.653; 0.639; 0.943; 0.85; 0.931; 0.832; 0.771; 0.605; 0.867; 0.816; 0.443; 0.451,-0.47429070274747626
"Strouse, 2021",education,Learning: General,Screen use: Video (vs face-to-face),Young children,d,-0.16,-0.4,0.08,7,348,NA,NA,NA,NA,-0.11372630815367388,-0.24447484275992096,0.017022226452573203,-0.3332362336517242,0.10578361734437647,12,348,37.01683524430717,0.9227893364058117,-0.7063392686358012,0.42467501893557097,3,1.983544597666421,1.5124439367430444,0.31724429463866,0.147; 0.234; 0.151; 0.147; 0.092; 0.227; 0.19; 0.106; 0.104; 0.163; 0.203; 0.218,-0.11372630815367388
"Chen, 2020",education,Learning: General,Video games: Educational (with competition),Children,d,0.672,0.21,1.14,8,724,NA,0.31850187009806774,0.10442593000399553,0.49520304400981663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chen, 2020",education,Learning: General,Video games: Educational (with competition),Adolescents,d,0.429,0.23,0.58,8,740,NA,0.20972940578565102,0.11424702291443903,0.2785244502458322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Furenes, 2021",education,Literacy: Reading comprehension,e-Books: General,Young children,d,-0.07,-0.18,0.04,26,1086,35,-0.034978582175618625,-0.08963769949589058,0.01999600119960014,-0.02402985377580792,-0.08059807370448294,0.0325383661528671,-0.11900059879789011,0.07094089124627427,26,1192,0,0.9339118275880494,-0.18895974692807468,0.1546261357498899,0,1.379646231342184,0,0.886292559438916,0.051; 0.052; 0.052; 0.052; 0.052; 0.055; 0.053; 0.051; 0.063; 0.053; 0.057; 0.053; 0.052; 0.052; 0.053; 0.052; 0.055; 0.052; 0.052; 0.051; 0.052; 0.052; 0.054; 0.055; 0.051; 0.053,-0.02402985377580792
"Furenes, 2021",education,Literacy: Vocabulary learning,e-Books: General,Young children,d,0.22,0.09,0.35,14,881,31,0.1093404791528976,0.0449545065814817,0.1723803317522482,0.13554860161534182,0.07066927574654423,0.2004279274841394,0.026624581696398655,0.244472621534285,18,871,0,0.8816689805581557,-0.12310602851163774,0.43524638918048286,4,2.91378575700034,1.3727845262439222,0.33032143906774925,0.114; 0.182; 0.138; 0.131; 0.272; 0.255; 0.159; 0.161; 0.093; 0.13; 0.166; 0.092; 0.104; 0.235; 0.108; 0.203; 0.145; 0.226,0.13554860161534182
"Ho, 2022",health behaviour,Physical activity: Vigorous intensity,Video games: Physically active,Children,md,0.82,0.46,1.18,3,169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ho, 2022",health behaviour,Physical activity: Moderate intensity,Video games: Physically active,Children,md,27.21,10.63,43.78,2,100,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ho, 2022",health behaviour,Physical activity: Moderate-to-vigorous intensity,Video games: Physically active,Children,md,2.09,-2.54,6.73,5,679,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ho, 2022",health behaviour,Physical activity: Light intensity,Video games: Physically active,Children,md,-0.11,-13.87,13.65,3,330,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ho, 2022",physical health,Body composition: BMI,Video games: Physically active,Children,md,-1.4,-2.22,-0.58,8,821,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ho, 2022",physical health,Body composition: Body fat percentage,Video games: Physically active,Children,md,-2.57,-4.64,-0.49,3,494,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ho, 2022",physical health,Body composition: Body weight,Video games: Physically active,Children,md,-1.76,-4.05,0.53,4,441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claussen, 2022",psychology,Psychological health: ADHD,Screen use: General,Mixed,or,1.94,1.57,2.39,6,3853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claussen, 2022",psychology,Psychological health: ADHD,Screen use: General,Mixed,r,0.07,0.02,0.12,9,22235,NA,0.07,0.02,0.12,0.06762741338861239,0.014879562839631419,0.12037526393759336,-0.020929424200876623,0.1561842509781014,9,22235,92.06043060325513,NA,NA,NA,6,5.685379784328574,1.0553384694789711,0.5652039799306747,0.727; 0.728; 0.585; 0.69; 0.302; 0.65; 0.681; 0.865; 0.458,0.06762741338861239
"Claussen, 2022",psychology,Psychological health: ADHD Symptoms (Inattention),Screen use: General,Mixed,or,1.45,0.84,2.5,3,2049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claussen, 2022",psychology,Psychological health: ADHD Symptoms (Inattention),Screen use: General,Mixed,r,0.12,0.04,0.2,4,6395,NA,0.12,0.04,0.2,0.11924459042247373,0.04166335689459774,0.19682582395034973,-0.011004294148483668,0.24949347499343114,4,6395,90.00703233508946,NA,NA,NA,4,3.2997171964798753,1.2122250974317386,0.4615484819863587,0.773; 0.864; 0.821; 0.841,0.11924459042247373
"Li, 2022",physical health,Developmental: Gross motor (locomotor),Intervention: Active video games for motor skills,Mixed,d,0.59,0.4,0.77,14,472,0,0.282945147243684,0.19611613513818402,0.35929173774214684,0.30584142044651486,0.21549092681358883,0.3961919140794409,0.1541545951539577,0.457528245739072,14,472,17.275677326650253,0.03194299903231583,0.33903157798882594,1.0994431118369157,5,6.807069150704835,0.7345305136913847,0.9029020992229829,0.228; 0.288; 0.516; 0.534; 0.289; 0.376; 0.737; 0.648; 0.516; 0.417; 0.453; 0.6; 0.591; 0.614,0.30584142044651486
"Li, 2022",physical health,Developmental: Gross motor (object control skills),Intervention: Active video games for motor skills,Mixed,d,0.32,-0.17,0.82,5,214,68,0.15799050110667284,-0.0846945914398115,0.3793532811354438,0.15624587604738022,-0.08427419162768884,0.3967659437224493,-0.2475562950066872,0.5600480471014476,5,214,73.19925126175832,NA,NA,NA,2,1.9191455390064323,1.042130447821809,0.6350858765982401,0.413; 0.37; 0.408; 0.326; 0.401,0.15624587604738022
"Li, 2022",physical health,Developmental: Gross motor (non-locomotor),Intervention: Active video games for motor skills,Mixed,d,0.51,0.2,0.81,17,556,66,0.24709290725239563,0.09950371902099893,0.37538236771963934,0.26711447925903553,0.11937420669766693,0.4148547518204041,0.019077617349470666,0.5151513411686004,17,556,82.66857069575555,8.435768955783577e-6,0.6331127690299132,1.219987127066967,6,8.209329447281434,0.7308757723186434,0.9159801273723975,0.556; 0.268; 0.487; 0.435; 0.493; 0.308; 0.422; 0.449; 0.918; 0.49; 0.485; 0.555; 0.476; 0.442; 0.34; 0.543; 0.544,0.26711447925903553
"Baradaran Mahdavi, 2021",physical health,Physical health: Lower back pain,TV programs and movies: General,Mixed,or,1.23,1.08,1.41,5,11055,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baradaran Mahdavi, 2021",physical health,Physical health: Lower back pain,Screen use: General (excluding TV),Mixed,or,1.63,1.36,1.95,6,9594,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eirich, 2022",psychology,Psychological health: Externalizing,Screen use: General,Mixed,r,0.11,0.1,0.12,80,124027,87.8,0.11,0.1,0.12,0.12793013837502878,0.10337465168181469,0.15248562506824287,0.08670464341381601,0.16915563333624156,90,127057,94.15002679052,0.0021045860678125623,0.023874839407260554,0.11256151061693846,60,58.2072585343228,1.0307992767709562,0.34629075241068197,0.56; 0.862; 0.856; 0.512; 0.777; 0.829; 0.942; 0.722; 0.5; 0.795; 0.9; 0.883; 0.25; 0.655; 0.612; 0.801; 0.644; 0.766; 0.889; 0.934; 0.858; 0.289; 0.456; 0.26; 0.569; 0.578; 0.825; 0.585; 0.497; 0.503; 0.511; 0.76; 0.81; 0.439; 0.86; 0.863; 0.475; 0.739; 0.629; 0.783; 0.488; 0.874; 0.747; 0.681; 0.572; 0.485; 0.429; 0.683; 0.37; 0.751; 0.929; 0.721; 0.749; 0.292; 0.727; 0.779; 0.58; 0.795; 0.646; 0.682; 0.353; 0.715; 0.491; 0.504; 0.667; 0.667; 0.242; 0.345; 0.402; 0.336; 0.707; 0.855; 0.855; 0.73; 0.8; 0.878; 0.374; 0.714; 0.283; 0.876; 0.635; 0.531; 0.234; 0.366; 0.867; 0.926; 0.838; 0.505; 0.794; 0.763,0.12793013837502878
"Eirich, 2022",psychology,Psychological health: Externalizing,Screen use: General,Mixed,r,0.13,0.08,0.18,8,5466,NA,NA,NA,NA,0.12205233588841158,0.0932459163081455,0.15085875546867766,0.07369007290035923,0.17041459887646393,9,5466,10.353181718059025,NA,NA,NA,9,5.845992421798147,1.5395161934253283,0.006030476989191166,0.536; 0.997; 0.195; 0.918; 0.68; 0.413; 0.267; 0.984; 0.857,0.12205233588841158
"Eirich, 2022",psychology,Psychological health: Externalizing,Screen use: General,Mixed,r,0.11,0.09,0.14,37,46519,NA,NA,NA,NA,0.1475199537398607,0.10385698828307521,0.1911829191966462,0.07421546644058209,0.22082444103913934,42,46519,94.65686550379877,0.10315289663581477,0.0024665121345151114,0.17102785893392175,27,27.562825283926486,0.9795802760374241,0.5725421929911236,0.949; 0.759; 0.565; 0.897; 0.701; 0.664; 0.826; 0.524; 0.323; 0.64; 0.563; 0.567; 0.575; 0.791; 0.834; 0.877; 0.889; 0.78; 0.723; 0.551; 0.499; 0.725; 0.781; 0.358; 0.763; 0.694; 0.423; 0.712; 0.711; 0.301; 0.415; 0.472; 0.405; 0.872; 0.765; 0.752; 0.891; 0.685; 0.292; 0.436; 0.82; 0.793,0.1475199537398607
"Eirich, 2022",psychology,Psychological health: Internalizing,Screen use: General,Mixed,r,0.07,0.05,0.08,40,99603,85.27,0.07,0.05,0.08,0.06316481176607917,0.04198138133530786,0.08434824219685048,0.027600564337568648,0.0987290591945897,43,93914,87.2144655322772,0.2329005695041182,0.008200486642650807,0.08133757884161819,23,20.255913866715556,1.1354708630447683,0.20091901471093077,0.714; 0.715; 0.205; 0.219; 0.464; 0.798; 0.073; 0.152; 0.34; 0.327; 0.862; 0.707; 0.636; 0.174; 0.814; 0.202; 0.863; 0.564; 0.216; 0.499; 0.285; 0.399; 0.507; 0.853; 0.46; 0.461; 0.556; 0.407; 0.453; 0.221; 0.226; 0.1; 0.438; 0.697; 0.152; 0.45; 0.248; 0.723; 0.726; 0.657; 0.223; 0.589; 0.878,0.06316481176607917
"Eirich, 2022",psychology,Psychological health: Internalizing,Screen use: General,Mixed,r,0.02,-0.07,0.12,4,1025,NA,NA,NA,NA,-0.03778967696245686,-0.2515981733134661,0.1760188193885524,-0.3967465650545532,0.3211672111296394,4,1025,88.26921552935126,NA,NA,NA,1,1.8850694532925534,0.530484432949328,0.9395803163827474,0.497; 0.174; 0.512; 0.702,-0.03778967696245686
"Eirich, 2022",psychology,Psychological health: Internalizing,Screen use: General,Mixed,r,0.09,0.04,0.15,9,3724,NA,NA,NA,NA,0.08227490996902734,0.029321221236387016,0.13522859870166765,-0.006627503381565161,0.17117732331961982,9,3724,56.94745788986884,NA,NA,NA,6,3.5198049198237444,1.704639926550376,0.07182944532591629,0.278; 0.082; 0.427; 0.411; 0.6; 0.493; 0.561; 0.119; 0.549,0.08227490996902734
"Zou, 2021",psychology,Psychological health: Depression,Screen use: General,Mixed,or,1.24,1.11,1.38,9,35931,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zou, 2021",psychology,Psychological health: Depression,TV programs and movies: General,Mixed,or,1.38,1.16,1.64,9,50238,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zou, 2021",psychology,Psychological health: Depression,Computer use: General,Mixed,or,1.41,1.14,1.74,5,93529,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zou, 2021",psychology,Psychological health: Depression,Video games: General,Mixed,or,1.44,1.02,2.05,5,40940,96.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zou, 2021",psychology,Psychological health: Depression,Screen use: General (mobile phone),Mixed,or,1.9,1.62,2.21,5,25588,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallawaarachchi, 2022",psychology,Developmental: General,Screen use: General (mobile phone or tablet),Young children,r,-0.08,-0.13,-0.03,16,7566,73.98,-0.08,-0.13,-0.03,-0.08537260723119015,-0.13942078787069206,-0.031324426591688256,-0.17611253132449903,0.005367316862118721,26,9070,82.28026180081547,0.5644500385331838,-0.20247522946149335,0.12079787769003905,14,10.70243719660004,1.3081132589544682,0.09440685340696593,0.207; 0.817; 0.364; 0.388; 0.373; 0.233; 0.286; 0.509; 0.385; 0.389; 0.32; 0.332; 0.304; 0.304; 0.303; 0.303; 0.393; 0.676; 0.676; 0.386; 0.542; 0.544; 0.362; 0.354; 0.659; 0.293,-0.08537260723119015
"Mallawaarachchi, 2022",psychology,Psychological health: Psychosocial factors,Screen use: General (mobile phone or tablet),Young children,r,-0.07,-0.15,0.02,12,2629,72.45,-0.07,-0.15,0.02,-0.07791160708236784,-0.158885093165539,0.0030618790008033053,-0.2138556461567841,0.0580324319920484,12,2888,77.4219594949459,0.13788212071474507,-0.1507908238735044,0.38426749886179423,6,4.6887391890936545,1.2796617081957624,0.30511878966369593,0.203; 0.379; 0.499; 0.377; 0.38; 0.325; 0.297; 0.296; 0.668; 0.378; 0.532; 0.354,-0.07791160708236784
"Mallawaarachchi, 2022",psychology,Psychological health: Self-regulation,Screen use: General (mobile phone or tablet),Young children,r,-0.03,-0.18,0.11,5,1621,86.44,-0.03,-0.18,0.11,-0.034565205189881494,-0.1804891502983052,0.11135873991854223,-0.2795526875780873,0.21042227719832435,5,1848,88.18274472289855,NA,NA,NA,4,2.373376995701442,1.6853622527076935,0.14206725816175583,0.221; 0.519; 0.682; 0.4; 0.551,-0.034565205189881494
"Mallawaarachchi, 2022",psychology,Cognition: Cognitive Functioning,Screen use: General (mobile phone or tablet),Young children,r,-0.07,-0.16,0.02,10,1589,56.54,-0.07,-0.16,0.02,-0.06595577645517776,-0.17170264975285288,0.039791096842497334,-0.24349113736097677,0.11157958445062126,10,2001,79.6770370354346,0.4874488708643427,-0.35770881999694887,0.5292642814443563,5,3.835867260614671,1.3034861897694512,0.3213142211718815,0.405; 0.262; 0.317; 0.352; 0.336; 0.335; 0.425; 0.695; 0.386; 0.324,-0.06595577645517776
"Mallawaarachchi, 2022",psychology,Cognition: Executive functioning,Screen use: General (mobile phone or tablet),Young children,r,-0.09,-0.22,0.05,5,368,30.3,-0.09,-0.22,0.05,-0.09841193849775073,-0.20076780915923467,0.003943932163733205,-0.2702542433530505,0.07343036635754899,5,610,39.97144677595548,NA,NA,NA,2,1.3001428073310282,1.538292554266142,0.3884095591564837,0.189; 0.265; 0.251; 0.25; 0.345,-0.09841193849775073
"Mallawaarachchi, 2022",psychology,Developmental: Language or speech,Screen use: General (mobile phone or tablet),Young children,r,-0.09,-0.2,0.01,9,1399,58.04,-0.09,-0.2,0.01,-0.08798176108172316,-0.20775701607723712,0.0317934939137908,-0.28906896546037203,0.11310544329692569,9,1811,82.09273107642551,NA,NA,NA,5,3.854192140517277,1.2972887229563346,0.32277248551670734,0.457; 0.302; 0.366; 0.406; 0.393; 0.388; 0.731; 0.438; 0.373,-0.08798176108172316
"Mallawaarachchi, 2022",health behaviour,Sleep: General,Screen use: General (mobile phone or tablet),Young children,r,-0.15,-0.21,-0.08,4,4181,67.75,-0.15,-0.21,-0.08,-0.1491727440432859,-0.2181321960244743,-0.08021329206209747,-0.2649467694452792,-0.033398718641292596,4,4181,68.84333731682389,NA,NA,NA,3,3.105012531646494,0.9661796754196,0.8060626409478338,0.974; 0.483; 0.76; 0.888,-0.1491727440432859
